10559,ΠΛΑΤΕΙΑ ΚΛΑΥΘΜΩΝΟΣ,37.9794328,23.7311148,#N/A,73134
10560,ΧΡΥΣΟΣΠΗΛΙΩΤΙΣΣΑ,37.9824516,23.730563,#N/A,73135
10561,ΠΛΑΤΕΙΑ ΚΛΑΥΘΜΩΝΟΣ,37.9799104,23.7293852,#N/A,73136
10562,ΠΛΑΤΕΙΑ ΣΥΝΤΑΓΜΑΤΟΣ ΠΛΑΚΑ,37.9756512,23.7340008,#N/A,74131
10563,ΠΛΑΤΕΙΑ ΟΜΟΝΟΙΑ ΜΟΝΑΣΤΗΡΑ,37.9844383,23.7281172,#N/A,74132
10564,ΛΕΩΦΟΡΟ ΑΜΑΛΙΑΣ ΣΥΝΤΑΓΜΑ,37.974511,23.7330711,#N/A,74150
10675,ΚΟΛΩΝΑΚΙ ΕΥΑΓΓΕΛΙΣΜΟ,37.9769393,23.7437416,#N/A,81131
10676,ΕΥΑΓΓΕΛΙΣΜΟΣ,40.6953398,23.2203643,#N/A,81132
11147,ΓΑΛΑΤΣΙ ΚΑΡΑΓΙΑΝΕΙΚΑ,38.0102422,23.7398972,#N/A,82131
11362,ΚΥΨΕΛΗ,37.9968987,23.740664,#N/A,82132
11363,ΝΕΑ ΚΥΨΕΛΗ,37.9984132,23.7469201,#N/A,83100
11524,ΑΜΠΕΛΟΚΗΠΟΙ,37.9891078,23.7634386,#N/A,84200
11525,ΕΛΛΗΝΟΡΡΩΣΩΝ,37.9967282,23.774901,#N/A,85101
11631,ΓΟΥΒΑ,37.9591224,23.7359473,#N/A,85104
11635,ΣΤΑΔΙΟΑΘΗΝΑ,37.9697566,23.7399832,#N/A,85131
11636,1ο ΝΕΚΡΟΤΑΦΕΙΟ ΑΘΗΝΩΝ,37.9641069,23.7341246,#N/A,
11741,ΚΟΥΚΑΚΙ,37.9665736,23.7249854,#N/A,
11742,ΦΙΛΟΠΠΑΠΟΥ,37.9657156,23.7144061,#N/A,
11743,ΚΥΝΟΣΑΡΓΟΥΣ,37.9625887,23.7306539,#N/A,
11744,ΝΕΟΣ ΚΟΣΜΟΣ,37.9568965,23.7246066,#N/A,
11745,ΝΕΟΣ ΚΟΣΜΟΣ,37.9568965,23.7246066,#N/A,
11854,ΡΟΥΦ ΚΑΤΩ ΠΕΤΡΑΛΩΝΑ,37.984223,23.6923609,#N/A,
11855,ΒΟΤΑΝΙΚΟΣ,37.9823937,23.6961977,#N/A,
12131,ΠΕΡΙΣΤΕΡΙΒΙΑΜΑΞ,37.9994163,23.6901635,#N/A,
12132,ΠΕΡΙΣΤΕΡΙ ΝΕΑ ΚΟΛΟΚΥΝΘ,38.0061651,23.7068523,#N/A,
12133,ΝΕΑ ΣΕΠΟΛΙΑ ΠΕΡΙΣΤΕΡ,38.0151396,23.7046099,#N/A,
12134,ΠΕΡΙΣΤΕΡΙ,38.0117014,23.6957128,#N/A,
